,SIM1,SIM2,SIM3
2009-01-23,1.6336188159999673e+43,3.245443499226196e+43,3.4839697710531373e+43
2009-01-26,1.6012487415304194e+43,3.2758416305018156e+43,3.47669401674709e+43
2009-01-27,1.6421656030881985e+43,3.275140115089802e+43,3.4172322302598456e+43
2009-01-28,1.6116754523074738e+43,3.322243780449288e+43,3.4200074920175696e+43
2009-01-29,1.6026001276095184e+43,3.2418435096934106e+43,3.452762431079594e+43
2009-01-30,1.5956835011115466e+43,3.080484528274959e+43,3.515403925397212e+43
2009-02-02,1.597846551000499e+43,3.102522788674635e+43,3.4275255037009956e+43
2009-02-03,1.5905266067773757e+43,3.0894316876585777e+43,3.3890140409636775e+43
2009-02-04,1.5894148777254274e+43,3.0136202383348147e+43,3.402583666535153e+43
2009-02-05,1.5908027125373442e+43,2.9818523284172005e+43,3.419619455707296e+43
2009-02-06,1.5891956424210155e+43,2.9574566318343333e+43,3.555951127423632e+43
2009-02-09,1.5913214760682589e+43,2.9089096991491685e+43,3.6121950359667486e+43
2009-02-10,1.5444727605995837e+43,2.9492167114589204e+43,3.6899359841051413e+43
2009-02-11,1.5552914189239516e+43,2.846132367814918e+43,3.8688696605778833e+43
2009-02-12,1.527753389703426e+43,2.735660383168854e+43,3.821412799246194e+43
2009-02-13,1.487995614729182e+43,2.6141415193231007e+43,3.8113917018585804e+43
2009-02-16,1.5160237997510608e+43,2.6330251198726923e+43,3.7912779978290323e+43
2009-02-17,1.490648308802245e+43,2.4671491167196693e+43,3.879889762843479e+43
2009-02-18,1.4953103260517277e+43,2.4782667071375515e+43,3.8551509809125727e+43
2009-02-19,1.4808134341844426e+43,2.494195735440837e+43,3.9644262691648956e+43
2009-02-20,1.4690234203988838e+43,2.487129503444514e+43,3.93701510741811e+43
2009-02-23,1.4786867118544972e+43,2.491390376147372e+43,3.903462265720116e+43
2009-02-24,1.459059336332434e+43,2.531076529372215e+43,3.8658798994739956e+43
2009-02-25,1.4669523697830123e+43,2.504591121144603e+43,3.907175901982929e+43
2009-02-26,1.473824102782388e+43,2.5041252462636554e+43,4.012212013625089e+43
2009-02-27,1.495454483824865e+43,2.603480360582892e+43,3.9805545499154594e+43
2009-03-02,1.4883646978562044e+43,2.5834664199790586e+43,4.057283702870571e+43
2009-03-03,1.508593193976867e+43,2.56850251047685e+43,4.0839391578000955e+43
2009-03-04,1.5408917941202576e+43,2.607774341555664e+43,4.1157751997671337e+43
2009-03-05,1.5707000327500683e+43,2.623144097280199e+43,4.211763030162621e+43
2009-03-06,1.5811876161469686e+43,2.6204215088278846e+43,4.089401603370738e+43
2009-03-09,1.589876329906619e+43,2.631256969464191e+43,4.096959097987134e+43
2009-03-10,1.647730192608932e+43,2.596615044076313e+43,3.9548032307723873e+43
2009-03-11,1.6922258502081308e+43,2.5993870198489685e+43,4.019623414862749e+43
2009-03-12,1.6742172589827241e+43,2.652719988815131e+43,3.9102544040315386e+43
2009-03-13,1.694789104075017e+43,2.664549745724961e+43,3.8825387160970915e+43
2009-03-16,1.70696630838466e+43,2.6018502066658254e+43,3.7903813657827623e+43
2009-03-17,1.7081856853177343e+43,2.552288300263636e+43,3.848911519361914e+43
2009-03-18,1.7116342489419993e+43,2.472533595363436e+43,3.930739065372514e+43
2009-03-19,1.7222267865908933e+43,2.486509873413823e+43,3.79696708952233e+43
2009-03-20,1.74240085854091e+43,2.539923012146793e+43,3.8368136867178636e+43
2009-03-23,1.7465200206440278e+43,2.5071632198622334e+43,3.7493198610486753e+43
2009-03-24,1.7540316680352616e+43,2.583257796871891e+43,3.6549783953340667e+43
2009-03-25,1.7849121889080957e+43,2.5555918029278876e+43,3.705850938044862e+43
2009-03-26,1.7909053881454003e+43,2.4742028068240827e+43,3.7064147080240866e+43
2009-03-27,1.803181547955248e+43,2.4428958445752587e+43,3.7276089799948593e+43
2009-03-30,1.8254653437632255e+43,2.456777257099323e+43,3.8743786177108363e+43
2009-03-31,1.8625967983434628e+43,2.461236171149571e+43,3.864129795728959e+43
2009-04-01,1.8901402728696005e+43,2.4591402170681083e+43,3.9209712794227393e+43
2009-04-02,1.898138262657441e+43,2.3882384195259044e+43,3.799008755928685e+43
2009-04-03,1.9029826946854618e+43,2.408792722666526e+43,3.7445968192022383e+43
2009-04-06,1.8739124442150545e+43,2.379730926713463e+43,3.779325291485668e+43
2009-04-07,1.8823067891397367e+43,2.315127157500462e+43,3.648969873391818e+43
2009-04-08,1.8577504227166438e+43,2.3252977682424157e+43,3.660153846349111e+43
2009-04-09,1.8352335004542237e+43,2.3326122422073487e+43,3.6530624089055924e+43
2009-04-10,1.8515303847773363e+43,2.3749532774662554e+43,3.608300798163309e+43
2009-04-13,1.848690233137609e+43,2.3585197065592534e+43,3.535232968968433e+43
2009-04-14,1.8600560354570044e+43,2.478093189319781e+43,3.5644240354174326e+43
2009-04-15,1.8451583719180127e+43,2.531281239669989e+43,3.596738250526489e+43
2009-04-16,1.8741496713097396e+43,2.5722245105367425e+43,3.687417104187561e+43
2009-04-17,1.8764832598688932e+43,2.4914124710259813e+43,3.6247376906749946e+43
2009-04-20,1.90486763259072e+43,2.3843861106310043e+43,3.754040884855776e+43
2009-04-21,1.9200453250647117e+43,2.384636744849066e+43,3.838877369110358e+43
2009-04-22,1.923601331571644e+43,2.4258174605564654e+43,3.8216360759645034e+43
2009-04-23,1.9121218355891757e+43,2.487820455145284e+43,3.7772356719776477e+43
2009-04-24,1.9136091627189455e+43,2.4393585465836213e+43,3.659102150328097e+43
2009-04-27,1.9338195824168473e+43,2.5271123981496056e+43,3.708392789378488e+43
2009-04-28,1.9502076152461352e+43,2.4607972324792956e+43,3.7931221274207226e+43
2009-04-29,1.920597181099253e+43,2.4232637999034457e+43,3.741503771051262e+43
2009-04-30,1.9470885772024564e+43,2.3866722599523637e+43,3.7338272348422726e+43
2009-05-01,1.9409171464539086e+43,2.4209213890362657e+43,3.6498725185246287e+43
2009-05-04,1.9614412433041268e+43,2.400260685818043e+43,3.6619120616304103e+43
2009-05-05,1.9436309893295614e+43,2.461348766085879e+43,3.6533794658855773e+43
2009-05-06,1.960313981440397e+43,2.424134845044295e+43,3.6452011408897524e+43
2009-05-07,1.940260266047082e+43,2.503201734198454e+43,3.733371418909671e+43
2009-05-08,1.9445287622062676e+43,2.508550034220943e+43,3.6192511450906233e+43
2009-05-11,1.9372911080335008e+43,2.4793775775708646e+43,3.636245495193592e+43
2009-05-12,1.9308848137336078e+43,2.477409542309095e+43,3.5066356906243373e+43
2009-05-13,1.91766981384998e+43,2.5176960602645257e+43,3.4682544783804666e+43
2009-05-14,1.9147698950213412e+43,2.4877643718386677e+43,3.3624179751550655e+43
2009-05-15,1.8736230646987735e+43,2.4470952929013693e+43,3.368207894572718e+43
2009-05-18,1.8964398692341917e+43,2.4963320698384973e+43,3.2889864288249516e+43
2009-05-19,1.9187427994532747e+43,2.558866185616744e+43,3.2200753120490134e+43
2009-05-20,1.9073274298346105e+43,2.6290860192626986e+43,3.367548306976931e+43
2009-05-21,1.8752032766446188e+43,2.560966119174788e+43,3.4412818937798457e+43
2009-05-22,1.861608175846311e+43,2.5804345755475483e+43,3.3565489887577155e+43
2009-05-25,1.8847691201156634e+43,2.61358159916701e+43,3.243849265605601e+43
2009-05-26,1.8988617219907174e+43,2.531350135741993e+43,3.2080309138477683e+43
2009-05-27,1.891303078254359e+43,2.555204764357554e+43,3.1581777338383064e+43
2009-05-28,1.9133447376912003e+43,2.588473859658853e+43,3.263385382638024e+43
2009-05-29,1.8876917151769052e+43,2.688764808170524e+43,3.2403045043571245e+43
2009-06-01,1.8745231828897985e+43,2.627330266414173e+43,3.3248377942426376e+43
2009-06-02,1.8865568347985194e+43,2.6239326423760963e+43,3.299583048220026e+43
2009-06-03,1.8839752564914362e+43,2.7657136721989453e+43,3.2825778524316874e+43
2009-06-04,1.8703888669912896e+43,2.715240808541317e+43,3.2951579667695494e+43
2009-06-05,1.8129650642597718e+43,2.6867103007917347e+43,3.224648505870572e+43
2009-06-08,1.8310650789243244e+43,2.6597178100471687e+43,3.2012783437063053e+43
2009-06-09,1.837957904605669e+43,2.579659461351463e+43,3.2129285964371476e+43
2009-06-10,1.7979942824247145e+43,2.625676220241584e+43,3.1559539063461974e+43
2009-06-11,1.8135934678785537e+43,2.7583527505658994e+43,3.1096407429269648e+43
2009-06-12,1.8127935999020023e+43,2.793637915695513e+43,3.1159693037046256e+43
2009-06-15,1.8194175567267716e+43,2.846187737804595e+43,3.1189461018638303e+43
2009-06-16,1.841115267580416e+43,2.7660822821721096e+43,3.098026358088932e+43
2009-06-17,1.8233174340024565e+43,2.7521085202810276e+43,3.1000677521663747e+43
2009-06-18,1.840768722016452e+43,2.7081117008936275e+43,3.046539540467145e+43
2009-06-19,1.856125508326424e+43,2.6413181075093027e+43,2.977700724120477e+43
2009-06-22,1.8735408061519849e+43,2.553359471891916e+43,2.8971173450457797e+43
2009-06-23,1.911961743413331e+43,2.588528461567674e+43,2.822919511836345e+43
2009-06-24,1.926392625370269e+43,2.5338820567786075e+43,2.7690382014171504e+43
2009-06-25,1.9124208501492684e+43,2.569227201224056e+43,2.723342412836249e+43
2009-06-26,1.9570588201125642e+43,2.598431513706381e+43,2.7124174671319505e+43
2009-06-29,1.9282490039060117e+43,2.614873832654786e+43,2.7194454575319405e+43
2009-06-30,1.918525994446652e+43,2.557066491694544e+43,2.697997955159257e+43
2009-07-01,1.8960223144786885e+43,2.6328049942745856e+43,2.755663247090923e+43
2009-07-02,1.8947761431488661e+43,2.6744928135767776e+43,2.7709346080206214e+43
2009-07-03,1.9210448518171755e+43,2.7636543637353e+43,2.8196753722371874e+43
2009-07-06,1.95173423258017e+43,2.838935830586927e+43,2.887539071237382e+43
2009-07-07,1.9620223765470064e+43,2.863319813906742e+43,2.877223443151805e+43
2009-07-08,1.946812974350514e+43,2.9481718676363935e+43,2.850483347905222e+43
2009-07-09,1.9341836368874058e+43,2.9661508024142324e+43,2.848389578289071e+43
2009-07-10,1.9203302733311815e+43,2.949479604409708e+43,2.792447756888764e+43
2009-07-13,1.9443421778189129e+43,2.909464013451523e+43,2.8310564905130766e+43
2009-07-14,1.921463611790996e+43,2.91572657592629e+43,2.8143160281321377e+43
2009-07-15,1.9437245499943786e+43,2.9220410056627155e+43,2.748339066066319e+43
2009-07-16,1.9421762014431165e+43,2.820891110070994e+43,2.6842229138344777e+43
2009-07-17,1.9466851932396214e+43,2.836267327690045e+43,2.6943286637520763e+43
2009-07-20,1.9841128058432663e+43,2.9112468724376676e+43,2.6839019730184694e+43
2009-07-21,1.9708648688445967e+43,2.8791704076112574e+43,2.7286289286587506e+43
2009-07-22,2.013349755677651e+43,3.0199042660938555e+43,2.7699112695494255e+43
2009-07-23,1.976333124890402e+43,2.970757130433447e+43,2.8518501871106593e+43
2009-07-24,1.9577476463240061e+43,2.9983889984220056e+43,2.8426713527368877e+43
2009-07-27,1.9202612866415886e+43,3.074224788744023e+43,2.8920923601417396e+43
2009-07-28,1.9041359080673192e+43,3.150786216694401e+43,2.8581529625565424e+43
2009-07-29,1.9190935888483554e+43,3.186999027083615e+43,2.883499863107133e+43
2009-07-30,1.9365608794991428e+43,3.2000906234291135e+43,2.840592200015366e+43
2009-07-31,1.9435107071807947e+43,3.2382374145812816e+43,2.896258031839338e+43
2009-08-03,1.9499799327510836e+43,3.153789921993321e+43,2.887879431746946e+43
2009-08-04,1.921341997623069e+43,3.132337228572913e+43,2.908901654307817e+43
2009-08-05,1.8909724214796135e+43,3.071824369505912e+43,2.8757605044167e+43
2009-08-06,1.8997708460097622e+43,3.107241875201354e+43,2.9394092406899083e+43
2009-08-07,1.932109057587137e+43,3.211425193222416e+43,2.928002330276591e+43
2009-08-10,1.9220788207668288e+43,3.1788517864866676e+43,2.924541210697344e+43
2009-08-11,1.892289531529947e+43,3.183874814765226e+43,2.8652998357643585e+43
2009-08-12,1.8576133506925327e+43,3.3084299863316894e+43,2.814706736131637e+43
2009-08-13,1.843480093756896e+43,3.301414760399551e+43,2.742711449689333e+43
2009-08-14,1.8813493905195655e+43,3.322421681781269e+43,2.773604658475107e+43
2009-08-17,1.8749862776501643e+43,3.3380239155723286e+43,2.7324991482027814e+43
2009-08-18,1.8511451593099044e+43,3.360427577434118e+43,2.705732898951253e+43
2009-08-19,1.838248286141385e+43,3.248590986435085e+43,2.7458968540767506e+43
2009-08-20,1.8278713649537725e+43,3.308158615687396e+43,2.697380249623608e+43
2009-08-21,1.834665083790633e+43,3.348929572466826e+43,2.6563344642888136e+43
2009-08-24,1.819406819227041e+43,3.223329746246169e+43,2.641120273145181e+43
2009-08-25,1.800013448034506e+43,3.354620614508403e+43,2.714788923588978e+43
2009-08-26,1.796815840529535e+43,3.346315863387211e+43,2.7228634035670937e+43
2009-08-27,1.8078014434652123e+43,3.2547956970822633e+43,2.7451161437639423e+43
2009-08-28,1.8239192012341518e+43,3.247686111841746e+43,2.7266449624881934e+43
2009-08-31,1.8361041571898807e+43,3.29853012006631e+43,2.7737763588243846e+43
2009-09-01,1.8252450936287311e+43,3.253269247707891e+43,2.726761942082853e+43
2009-09-02,1.7873927857529876e+43,3.2944533417927944e+43,2.7307401607379406e+43
2009-09-03,1.7713555253669324e+43,3.2828278478002064e+43,2.758738917892863e+43
2009-09-04,1.778613939331685e+43,3.3413590741471864e+43,2.7497274545084924e+43
2009-09-07,1.7489015267627457e+43,3.336451055575321e+43,2.795584417699334e+43
2009-09-08,1.7559758072994996e+43,3.369779807393727e+43,2.807801515988917e+43
2009-09-09,1.7428827756480046e+43,3.425849167977919e+43,2.848345334805761e+43
2009-09-10,1.7309317886641184e+43,3.445032772774527e+43,2.8288953097863323e+43
2009-09-11,1.7562320404514524e+43,3.4928623623082387e+43,2.876458723980617e+43
2009-09-14,1.7601619205829253e+43,3.4946552380674816e+43,2.894590279564939e+43
2009-09-15,1.7908185779683102e+43,3.5194727178459294e+43,2.9499256759005895e+43
2009-09-16,1.7686424688047545e+43,3.625405776869501e+43,2.9952506323396403e+43
2009-09-17,1.795186905347383e+43,3.589588084448159e+43,2.965216106092981e+43
2009-09-18,1.8148745788118174e+43,3.6248521839951026e+43,2.911970020199129e+43
2009-09-21,1.747105280840882e+43,3.4614497997420573e+43,2.957851138036191e+43
2009-09-22,1.748287391889542e+43,3.456991334960732e+43,2.93774393272483e+43
2009-09-23,1.7827132611568475e+43,3.5132914695171075e+43,3.001530424205223e+43
2009-09-24,1.7989312972162737e+43,3.5454179275619004e+43,3.0066457297939275e+43
2009-09-25,1.7884681290502955e+43,3.4854029751229604e+43,3.0487284662646357e+43
2009-09-28,1.7839031902243145e+43,3.492712139198151e+43,3.016605402955468e+43
2009-09-29,1.7552892633372053e+43,3.479305464750178e+43,2.869657256744104e+43
2009-09-30,1.7613098130432356e+43,3.5287117262943306e+43,2.8590162923121936e+43
2009-10-01,1.7219485558738429e+43,3.5700229418249155e+43,2.8122654065433257e+43
2009-10-02,1.7019712433108342e+43,3.5133078277557654e+43,2.747467172867433e+43
2009-10-05,1.727203429463681e+43,3.676804832243318e+43,2.688807810820353e+43
2009-10-06,1.7258468411722665e+43,3.5998040796393953e+43,2.674222067741268e+43
2009-10-07,1.7182332360947656e+43,3.6718502858495377e+43,2.780478429945361e+43
2009-10-08,1.71648038925351e+43,3.6467245177874233e+43,2.6276429560835234e+43
2009-10-09,1.7770410576909027e+43,3.716607790706999e+43,2.606499034539709e+43
2009-10-12,1.7978235901353366e+43,3.8437038444802483e+43,2.7180344706558084e+43
2009-10-13,1.779660984084024e+43,3.9253856301531914e+43,2.672663206088876e+43
2009-10-14,1.8184145493124013e+43,3.942911855344276e+43,2.717240895862041e+43
2009-10-15,1.8148832893841882e+43,3.970294605217457e+43,2.624711412641342e+43
2009-10-16,1.832232634285756e+43,3.943694022827264e+43,2.6174468662352474e+43
2009-10-19,1.818210803000099e+43,3.9172081354395964e+43,2.5894049474881795e+43
2009-10-20,1.797692891998711e+43,4.004358333370794e+43,2.601815238163511e+43
2009-10-21,1.8170484626262223e+43,3.9869552635151953e+43,2.6296181072308433e+43
2009-10-22,1.7989169656952932e+43,4.022996464550746e+43,2.740375200817366e+43
2009-10-23,1.7823079285041034e+43,4.1447503685312146e+43,2.74572270588982e+43
2009-10-26,1.8035101483121156e+43,4.187026103691834e+43,2.7105206179186967e+43
2009-10-27,1.7766125478686682e+43,4.101793757408119e+43,2.7255213882439673e+43
2009-10-28,1.7465155660085035e+43,4.0208942878704417e+43,2.7263140286336645e+43
2009-10-29,1.7600649593138052e+43,3.91517270739269e+43,2.7549786699381334e+43
2009-10-30,1.7168006820872486e+43,3.8372465095944514e+43,2.701718216029218e+43
2009-11-02,1.7026926644841417e+43,3.7744441926288954e+43,2.689241889738274e+43
2009-11-03,1.695688926460743e+43,3.811306509753864e+43,2.697895905338698e+43
2009-11-04,1.667717301716838e+43,3.7406595117982553e+43,2.661821158986203e+43
2009-11-05,1.645821790335407e+43,3.701860872903072e+43,2.650174319688436e+43
2009-11-06,1.6608322096206693e+43,3.5660005460085255e+43,2.6842590209113744e+43
2009-11-09,1.666490741462052e+43,3.4958467980835647e+43,2.6205176408590865e+43
2009-11-10,1.6467214430738529e+43,3.4803912785404995e+43,2.6325474259906725e+43
2009-11-11,1.6587966566699775e+43,3.4867952350754757e+43,2.708634904415653e+43
2009-11-12,1.690480349316058e+43,3.572051867689549e+43,2.8136664302381925e+43
2009-11-13,1.6622306739061444e+43,3.562904330637115e+43,2.8048668292332913e+43
2009-11-16,1.6649398332204971e+43,3.6770254084054476e+43,2.7994259655589044e+43
2009-11-17,1.7069615596606091e+43,3.5355268305336555e+43,2.752522300567483e+43
2009-11-18,1.7184669596024716e+43,3.612517320738391e+43,2.800028780815372e+43
2009-11-19,1.7358445109441337e+43,3.588870234365102e+43,2.8539421200562197e+43
2009-11-20,1.7309183304697742e+43,3.6661807197570497e+43,2.892322870054492e+43
2009-11-23,1.7140375637941888e+43,3.759372870959053e+43,2.916158358664318e+43
2009-11-24,1.7398360857943594e+43,3.8023753691706886e+43,2.9301012592243876e+43
2009-11-25,1.7532693953487624e+43,3.7366974232585763e+43,3.0674556850632263e+43
2009-11-26,1.751749433212253e+43,3.758158036772573e+43,3.15552848445909e+43
2009-11-27,1.7417922134224181e+43,3.827721209988173e+43,3.181326311855669e+43
2009-11-30,1.704523385079918e+43,3.7743983265276754e+43,3.1892860036721735e+43
2009-12-01,1.7096947182045042e+43,3.8245638995899386e+43,3.2795183934551063e+43
2009-12-02,1.6948501092241008e+43,3.900039874119889e+43,3.2666004361227505e+43
2009-12-03,1.6928874968162518e+43,3.91209700489324e+43,3.3279799571297237e+43
2009-12-04,1.7075337683291175e+43,3.8287757327162696e+43,3.3929284093377714e+43
2009-12-07,1.7248009508856562e+43,3.7769837381590087e+43,3.3418864471208075e+43
2009-12-08,1.7399189114478061e+43,3.7624097997738223e+43,3.3265852091773176e+43
2009-12-09,1.789537786067856e+43,3.8324885125212053e+43,3.212870293920998e+43
2009-12-10,1.8139510040803585e+43,3.8198524257060223e+43,3.276716360899014e+43
2009-12-11,1.7961422724395127e+43,3.7546645662425706e+43,3.2709750069127064e+43
2009-12-14,1.778717999703569e+43,3.8498067043970216e+43,3.273010377798798e+43
2009-12-15,1.8326112065510157e+43,3.904050321613821e+43,3.2901112022776003e+43
2009-12-16,1.8152123405298122e+43,3.993078034531856e+43,3.305661022773317e+43
2009-12-17,1.815178426979379e+43,3.8838936821507114e+43,3.3125359600539734e+43
2009-12-18,1.8557047057933927e+43,3.787080812027098e+43,3.382665461591332e+43
2009-12-21,1.8945934530446787e+43,3.8325350147733883e+43,3.4939948308725347e+43
2009-12-22,1.891794065296165e+43,3.84731057277412e+43,3.4672879876922684e+43
2009-12-23,1.8979116152343445e+43,3.661395828820672e+43,3.4743393918081996e+43
2009-12-24,1.8592086349890508e+43,3.678601948710319e+43,3.5209353936195156e+43
2009-12-25,1.839953185277107e+43,3.6182084142664374e+43,3.592959511647768e+43
2009-12-28,1.832567293557962e+43,3.689959448945942e+43,3.590819646469619e+43
2009-12-29,1.832977159274136e+43,3.74754414047901e+43,3.5507581497959463e+43
2009-12-30,1.825731537476092e+43,3.7825788704641433e+43,3.5746099271143523e+43
2009-12-31,1.8297690451394805e+43,3.693822568378972e+43,3.4855563272757436e+43
2010-01-01,1.881011234406033e+43,3.763156882844343e+43,3.4421909565114503e+43
2010-01-04,1.8899703383700477e+43,3.606394152577224e+43,3.4321455140050015e+43
2010-01-05,1.897157556105328e+43,3.534976694366892e+43,3.4935781567745896e+43
2010-01-06,1.8971101572780942e+43,3.409700966202161e+43,3.5977355635735496e+43
2010-01-07,1.8932362030584843e+43,3.2238370536552245e+43,3.633730076957026e+43
2010-01-08,1.9232453913293367e+43,3.162662224942253e+43,3.703407020867338e+43
2010-01-11,1.8983147036126456e+43,3.1749684916171316e+43,3.630568940703135e+43
2010-01-12,1.8966261027520039e+43,3.1468672935164334e+43,3.578011408574297e+43
2010-01-13,1.8709423184581732e+43,3.2174370388294427e+43,3.536551443305525e+43
2010-01-14,1.8743375044599178e+43,3.0894845053815855e+43,3.5429959527656564e+43
2010-01-15,1.8772212959366298e+43,3.043947313716693e+43,3.519844414415567e+43
2010-01-18,1.8991939307436839e+43,2.986805004483071e+43,3.4516444919012223e+43
2010-01-19,1.927284318150198e+43,3.003919429048693e+43,3.2033852103416137e+43
2010-01-20,1.9424151067422212e+43,2.9607647352679666e+43,3.188763959008483e+43
2010-01-21,1.9820387696730501e+43,2.991325456905775e+43,3.141628185682657e+43
2010-01-22,2.0205149229695529e+43,2.995386127712382e+43,3.215655434113699e+43
2010-01-25,2.0270812302770622e+43,3.032841974722267e+43,3.266180102071124e+43
2010-01-26,2.0365805868260352e+43,2.882400827957883e+43,3.3520474561240256e+43
2010-01-27,1.9873754603171034e+43,2.883626234165675e+43,3.20352344289305e+43
2010-01-28,1.997780143949522e+43,2.8315914128518497e+43,3.222261137025632e+43
2010-01-29,1.9974313678898192e+43,2.8297298135153336e+43,3.2276601994127238e+43
2010-02-01,1.95567645078547e+43,2.7798038334505934e+43,3.2252802215897424e+43
2010-02-02,1.9471202642004204e+43,2.825631378538882e+43,3.246527078692253e+43
2010-02-03,1.9713385024556359e+43,2.785092203546913e+43,3.2659007983106713e+43
2010-02-04,1.9400184206355223e+43,2.8393526675382914e+43,3.224665394020029e+43
2010-02-05,1.973466912471376e+43,2.8562616573917095e+43,3.193735785047367e+43
2010-02-08,1.984042988546032e+43,2.843153454047153e+43,3.1047389142126993e+43
2010-02-09,1.978118592723725e+43,2.8501974065941886e+43,3.1108076757582546e+43
2010-02-10,1.9750711607331255e+43,2.8027236344082656e+43,3.083292212915417e+43
2010-02-11,1.9961818772086667e+43,2.723318588121421e+43,3.0823414449335665e+43
2010-02-12,1.9598588629276258e+43,2.647291834497178e+43,3.1044788850546196e+43
2010-02-15,2.0127099806293696e+43,2.6969613406620766e+43,2.984976738348796e+43
2010-02-16,1.9901213259630456e+43,2.648814624648104e+43,2.9701234604077577e+43
2010-02-17,1.9722537026469064e+43,2.661330681517901e+43,2.9403300371142857e+43
2010-02-18,2.0038211494725728e+43,2.633676278226685e+43,2.865727714127749e+43
2010-02-19,2.0226771363179618e+43,2.646382886432813e+43,2.8186844890815943e+43
2010-02-22,2.0561012007716305e+43,2.67131214430582e+43,2.8877342258663266e+43
2010-02-23,2.0820987691370706e+43,2.687179242646296e+43,2.811673603850594e+43
2010-02-24,2.0910813641851523e+43,2.764018632382705e+43,2.7321869681579523e+43
2010-02-25,2.057611770990167e+43,2.6901439171748376e+43,2.702855179980436e+43
2010-02-26,2.0470929550573605e+43,2.6057951169254816e+43,2.6633678264592206e+43
2010-03-01,2.052916760585723e+43,2.670451352083034e+43,2.6296655204650333e+43
2010-03-02,2.0524603060688295e+43,2.617749713307902e+43,2.6407752100742495e+43
2010-03-03,2.000366398165839e+43,2.5906734762249344e+43,2.6675270374249585e+43
2010-03-04,2.029362198831721e+43,2.723011208233446e+43,2.6016963676947633e+43
2010-03-05,2.0730018637223595e+43,2.772553520933059e+43,2.491788033747884e+43
2010-03-08,2.1098372639887793e+43,2.6202020453611856e+43,2.437149890988269e+43
2010-03-09,2.0816185360382277e+43,2.6629329732736075e+43,2.479904917271235e+43
2010-03-10,2.0945567435688556e+43,2.6782904501660627e+43,2.4997164227026296e+43
2010-03-11,2.0389272348513067e+43,2.5654934609898335e+43,2.5719019294519137e+43
2010-03-12,2.085469382586032e+43,2.620474067483501e+43,2.6300915322499596e+43
2010-03-15,2.0333946281791506e+43,2.676947397495241e+43,2.598226116938254e+43
2010-03-16,2.0464383143535717e+43,2.621355312291022e+43,2.6383603141135437e+43
2010-03-17,2.0762670733885076e+43,2.641040495736534e+43,2.570594163451041e+43
2010-03-18,2.1091996133672511e+43,2.6767063617606354e+43,2.5840526576177857e+43
2010-03-19,2.1171402523347215e+43,2.624845992071575e+43,2.532011673662488e+43
2010-03-22,2.0793932960183682e+43,2.6051448156281922e+43,2.5672325020910634e+43
2010-03-23,2.0786323370989872e+43,2.6463614296957107e+43,2.55036963572704e+43
2010-03-24,2.0719030292506242e+43,2.6822621324653034e+43,2.482546842646243e+43
2010-03-25,2.0820739988219058e+43,2.670231390740994e+43,2.4204751569608325e+43
2010-03-26,2.107917262615276e+43,2.600205475657737e+43,2.443813655198328e+43
2010-03-29,2.1246574277543155e+43,2.551474548412139e+43,2.462608377767794e+43
2010-03-30,2.1816590640478037e+43,2.571345501508325e+43,2.4589597117229513e+43
2010-03-31,2.1975943925818427e+43,2.529092799521314e+43,2.491970718641563e+43
2010-04-01,2.186427268236507e+43,2.6019035746990503e+43,2.5562644200064924e+43
2010-04-02,2.232509420941822e+43,2.5939177903942714e+43,2.533305013483971e+43
2010-04-05,2.2219191082564478e+43,2.519939719923724e+43,2.4485170945331606e+43
2010-04-06,2.2305449555628476e+43,2.3581069625435777e+43,2.48575942553676e+43
2010-04-07,2.23551098643733e+43,2.3604969878367327e+43,2.459843944289895e+43
2010-04-08,2.171954204397473e+43,2.390841376924065e+43,2.4108568022387866e+43
2010-04-09,2.1825519609481172e+43,2.377955037083405e+43,2.404214164951342e+43
2010-04-12,2.1903094553594208e+43,2.3634040940974683e+43,2.4521392466680805e+43
2010-04-13,2.184454842475168e+43,2.325624452455325e+43,2.3711712374800387e+43
2010-04-14,2.1810880644927287e+43,2.2934239791221986e+43,2.4264112297833217e+43
2010-04-15,2.1465115814774776e+43,2.244925199820637e+43,2.4767000121799734e+43
2010-04-16,2.1505017336888368e+43,2.291043715819367e+43,2.4879867747519723e+43
2010-04-19,2.1916498102425928e+43,2.2697002851137986e+43,2.4769406510427096e+43
2010-04-20,2.185207337333794e+43,2.2826007222688107e+43,2.438457880213818e+43
2010-04-21,2.1714314990073306e+43,2.300094725774158e+43,2.467091492506598e+43
2010-04-22,2.1557384671125397e+43,2.4109620011241984e+43,2.406999493710876e+43
2010-04-23,2.2121341544899822e+43,2.397758345904424e+43,2.3119750657368856e+43
2010-04-26,2.1725163576539128e+43,2.395343763442724e+43,2.3306647096457177e+43
2010-04-27,2.1977452637733437e+43,2.453569003557476e+43,2.379122859224173e+43
2010-04-28,2.1999758322588998e+43,2.5094886258239355e+43,2.334951800463947e+43
2010-04-29,2.253979882902127e+43,2.5739519513181587e+43,2.3143553706750844e+43
2010-04-30,2.2893239160361036e+43,2.5684405354350354e+43,2.3375709020366283e+43
2010-05-03,2.28549148194377e+43,2.489965421106417e+43,2.378703664628665e+43
2010-05-04,2.2420072239206076e+43,2.457312531871989e+43,2.358673842368816e+43
2010-05-05,2.2849095158229257e+43,2.32992682637197e+43,2.36777167312192e+43
2010-05-06,2.325569933405272e+43,2.2534982841459917e+43,2.419880946304429e+43
